price_change, adress, living_area, district, final_price, land_area, date_sold
Lingvägen 57; 4 rum, 69 + 63 m²; Villa, Tallkrogen; 448 m² tomt; 15 feb 2010; +21,3%; 4 240 000 kr
Kålgårdsvägen 31; 4 rum, 65 + 65 m²; Villa, Enskede Gård; 397 m² tomt; 29 apr 2010; +6,4%; 4 250 000 kr
Fanérvägen 7; 5 rum, 84 + 40 m²; Villa, Enskede-Gubbängen; 160 m² tomt; 12 feb 2010; +31,9%; 2 605 000 kr
Vivstavarsvägen 215; 5 rum, 129 + 59 m²; Villa, Stureby; 956 m² tomt; 27 nov 2009; +32,9%; 6 480 000 kr
Häringevägen 3; 6 rum, 66 + 63 m²; Villa, Tallkrogen; 448 m² tomt; 10 feb 2010; +22,8%; 4 450 000 kr
Uleåborgsvägen 24; 4 rum, 81 + 55 m²; Villa, Enskedefältet; 515 m² tomt; 4 dec 2009; +4,5%; 5 175 000 kr
Träningsvägen 35; 7 rum, 96 + 112 m²; Villa, Tallkrogen; 672 m² tomt; 25 nov 2009; +38,6%; 4 150 000 kr
Bandhagsvägen 3A; 8 rum, 140 + 146 m²; Villa, Stureby; 670 m² tomt; 24 feb 2010; +9,3%; 6 550 000 kr
Margaretavägen 16; 7 rum, 145 + 77 m²; Villa, Gamla Enskede; 472 m² tomt; 16 dec 2009; +18,7%; 7 950 000 kr
Dammtrappgatan 29; 2 rum, 70 + 38 m²; Villa, Enskede Gård; 668 m² tomt; 1 dec 2009; +33,1%; 3 925 000 kr
Herrhagsvägen 21; 4 rum, 70 + 48 m²; Villa, Svedmyra; 485 m² tomt; 15 dec 2009; +18,2%; 4 550 000 kr
Herrhagsvägen 111; 7 rum, 81 + 79 m²; Villa, Tallkrogen; 485 m² tomt; 15 jan 2010; +29,9%; 4 800 000 kr
Träningsvägen 40; 4 rum, 54 + 54 m²; Villa, Enskede; 470 m² tomt; 20 nov 2009; +8,6%; 3 530 000 kr
Träningsvägen 1; 3 rum, 61 + 56 m²; Villa, Tallkrogen; 386 m² tomt; 28 sep 2009; +45,4%; 2 900 000 kr
Maratonvägen 79; 4 rum, 69 + 65 m²; Villa, Enskede-Tallkrogen; 454 m² tomt; 1 feb 2010; +33,3%; 3 800 000 kr
Tanneforsvägen 39; 5 rum, 130 + 63 m²; Villa, Stureby; 935 m² tomt; 19 okt 2009; +19,8%; 4 775 000 kr
Usedomsvägen 4; 5 rum, 123 + 50 m²; Villa, Enskede Gård; 700 m² tomt; 15 jan 2010; +47,6%; 7 600 000 kr
Nylandsgatan 4; 4 rum, 104 + 58 m²; Villa, Enskedefältet; 486 m² tomt; 27 nov 2009; +10,9%; 4 825 000 kr
Sandsborgsvägen 16; 5 rum, 115 + 50 m²; Villa, Gamla Enskede; 610 m² tomt; 12 nov 2009; +16,6%; 5 450 000 kr
Tallvägen 9; 5 rum, 147 + 55 m²; Villa, Enskede Gård; 519 m² tomt; 8 jan 2010; +14,0%; 6 100 000 kr
Fållnäsgatan 56; 5 rum, 97 + 20 m²; Villa, Svedmyra; 485 m² tomt; 29 okt 2009; +39,0%; 4 162 000 kr
Herrhagsvägen 73; 5 rum, 80 + 80 m²; Villa, Tallkrogen; 478 m² tomt; 15 okt 2009; +19,3%; 4 175 000 kr
Herrhagsvägen 73; 5 rum, 80 + 80 m²; Villa, Tallkrogen; 478 m² tomt; 15 okt 2009; +19,3%; 4 175 000 kr
Dorpatsvägen 19; 4 rum, 92 + 62 m²; Villa, Enskedefältet; 564 m² tomt; 16 okt 2009; +21,7%; 4 775 000 kr
Odelbergsvägen 87; 3 rum, 80 + 40 m²; Villa, Enskede Gård; 516 m² tomt; 7 okt 2009; +29,0%; 3 225 000 kr
Skärblackavägen 6; 4 rum, 75 + 73 m²; Villa, Stureby; 971 m² tomt; 25 sep 2009; +45,7%; 4 080 000 kr
Murklevägen 94; 6 rum, 100 + 52 m²; Villa, Gamla Enskede; 442 m² tomt; 7 okt 2009; +0,8%; 6 050 000 kr
Skärblackavägen 11; 5 rum, 132 + 62 m²; Villa, Stureby; 670 m² tomt; 1 dec 2009; +33,6%; 7 150 000 kr
Dagövägen 42; 5 rum, 100 + 52 m²; Villa, Enskede; 623 m² tomt; 30 okt 2009; +12,3%; 4 942 000 kr
Herrhagsvägen 7; 6 rum, 132 + 87 m²; Villa, Svedmyra; 494 m² tomt; 3 jul 2009; +42,9%; 2 850 000 kr
Krokvägen 58; 5 rum, 68 + 84 m²; Villa, Gamla Enskede; 737 m² tomt; 12 aug 2009; +20,0%; 4 620 000 kr
Medlemsvägen 64; 4½ rum, 86 + 57 m²; Villa, Enskede Gård; 766 m² tomt; 15 sep 2009; +16,3%; 3 925 000 kr
Hammerstavägen 137; 4 rum, 95 + 62 m²; Villa, Enskede-Tallkrogen; 643 m² tomt; 11 dec 2009; +15,9%; 4 520 000 kr
Stockholmsvägen 72; 6 rum, 117 + 74 m²; Villa, Gamla Enskede; 430 m² tomt; 31 jul 2009; +1,7%; 6 000 000 kr
Olympiavägen 12; 5 rum, 70 + 68 m²; Villa, Enskede; 370 m² tomt; 30 sep 2009; -3,2%; 3 050 000 kr
Enskedevägen 39; 7 rum, 145 + 73 m²; Villa, Gamla Enskede; 500 m² tomt; 20 aug 2009; +5,9%; 6 250 000 kr
Munksjövägen 12; 7 rum, 180 + 83 m²; Villa, Enskede; 722 m² tomt; 1 sep 2009; +26,8%; 5 200 000 kr
Solvägen 3; 5 rum, 136 m²; Villa, Enskede; 631 m² tomt; 1 okt 2009; -1,6%; 5 900 000 kr
Timsforsvägen 13; 5 rum, 146 + 57 m²; Villa, Stureby Vacker Söder; 1 225 m² tomt; 12 nov 2009; +8,0%; 5 375 000 kr
Maratonvägen 21; 5 rum, 65 + 65 m²; Villa, Tallkrogen; 536 m² tomt; 15 jun 2009; +20,0%; 3 900 000 kr
Ålandsvägen 9; 5 rum, 107 + 50 m²; Villa, Enskedefältet; 525 m² tomt; 14 jul 2009; +17,2%; 5 800 000 kr
Livlandsgatan 139; 6 rum, 101 + 55 m²; Villa, Enskedefältet; 402 m² tomt; 15 jul 2009; +8,2%; 5 950 000 kr
Månhornsgränd 5; 7 rum, 166 + 78 m²; Villa, Gamla Enskede; 572 m² tomt; 14 aug 2009; +13,6%; 6 700 000 kr
Tjärbrännargränd 4A; 6 rum, 151 + 28 m²; Villa, Stureby; 661 m² tomt; 20 aug 2009; +5,9%; 5 400 000 kr
Fållnäsgatan 8; 3 rum, 98 + 69 m²; Villa, Svedmyra; 492 m² tomt; 1 jul 2009; +19,0%; 3 450 000 kr
Lemmings väg 30; 6 rum, 80 + 80 m²; Villa, Tallkrogen; 464 m² tomt; 3 aug 2009; +2,8%; 3 800 000 kr
Skutskärsvägen 17; 8 rum, 164 + 40 m²; Villa, Stureby; 892 m² tomt; 26 jun 2009; +6,3%; 6 350 000 kr
Hemmansvägen 36; 3 rum, 82 + 45 m²; Villa, Gamla Enskede; 596 m² tomt; 1 jun 2009; +41,3%; 4 450 000 kr
Viborgska vägen 45; 6 rum, 120 + 100 m²; Villa, Enskedefältet; 566 m² tomt; 27 jul 2009; +15,2%; 5 300 000 kr
Vargövägen 17; 6 rum, 110 + 40 m²; Villa, Stureby; 669 m² tomt; 21 sep 2009; +5,1%; 4 570 000 kr
Maratonvägen 20; 5 rum, 69 + 64 m²; Villa, Enskede; 474 m² tomt; 11 jun 2009; -1,2%; 4 200 000 kr
Munksundsgatan 4; 7 rum, 192 + 97 m²; Villa, Stureby; 1 141 m² tomt; 15 jun 2009; +27,3%; 6 300 000 kr
Sandsborgsvägen 20; 4 rum, 120 + 56 m²; Villa, Gamla Enskede; 528 m² tomt; 14 aug 2009; +0,0%; 4 900 000 kr
Jösseforsvägen 12; 6 rum, 160 + 62 m²; Villa, Stureby; 699 m² tomt; 15 jun 2009; +30,3%; 4 560 000 kr
Korsholmsvägen 1; 5 rum, 103 + 83 m²; Villa, Enskedefältet; 508 m² tomt; 26 jun 2009; +12,6%; 6 300 000 kr
Dagövägen 25; 4 rum, 84 + 37 m²; Villa, Enskede; 542 m² tomt; 29 maj 2009; +4,6%; 4 315 000 kr
Stralsundsgatan 9; 4 rum, 86 + 60 m²; Villa, Enskedefältet; 649 m² tomt; 1 jul 2009; +10,7%; 4 650 000 kr
Morkullsvägen 15; 3 rum, 65 + 65 m²; Villa, Tallkrogen; 543 m² tomt; 4 maj 2009; +18,5%; 4 000 000 kr
Morkullsvägen 15; 3 rum, 65 + 65 m²; Villa, Tallkrogen; 543 m² tomt; 4 maj 2009; +18,5%; 4 000 000 kr
Svampvägen 127; 4 rum, 85 + 45 m²; Villa, Gamla Enskede; 455 m² tomt; 5 jun 2009; +10,8%; 4 321 000 kr
Kålgårdsvägen 21; 6 rum, 150 + 100 m²; Villa, Enskede Gård; 764 m² tomt; 1 jul 2009; +0,0%; 5 900 000 kr
Svampvägen 154; 7 rum, 115 + 76 m²; Villa, Gamla Enskede; 695 m² tomt; 30 jun 2009; +17,2%; 6 675 000 kr
Finska gatan 11; 5 rum, 90 + 64 m²; Villa, Enskedefältet; 630 m² tomt; 1 jul 2009; +9,4%; 4 150 000 kr
Svampvägen 149; 5 rum, 96 + 38 m²; Villa, Gamla Enskede; 441 m² tomt; 29 maj 2009; +10,6%; 4 700 000 kr
Skutskärsvägen 37; 6 rum, 167 + 91 m²; Villa, Stureby; 1 008 m² tomt; 24 sep 2009; +13,4%; 4 650 000 kr
Hammerstavägen 127; 6 rum, 97 + 91 m²; Villa, Enskede-Tallkrogen; 568 m² tomt; 29 jun 2009; +13,2%; 4 415 000 kr
Sockenvägen 445; 6 rum, 150 + 115 m²; Villa, Gamla Enskede; 600 m² tomt; 1 jun 2009; +10,8%; 7 200 000 kr
Sandemarsvägen 8; 6 rum, 65 + 65 m²; Villa, Enskede-Tallkrogen; 493 m² tomt; 29 apr 2009; —; 3 531 000 kr
Grycksbovägen 47; 5 rum, 150 + 80 m²; Villa, Stureby; 904 m² tomt; 24 apr 2009; —; 4 425 000 kr
Herrhagsvägen 23; 7 rum, 128 + 80 m²; Villa, Enskede; 485 m² tomt; 30 mar 2009; —; 5 250 000 kr
Tystbergavägen 11; 4 rum, 114 + 113 m²; Villa, Enskede; 607 m² tomt; 2 jun 2009; +23,6%; 4 850 000 kr
Hemskogsvägen 202; 5 rum, 100 + 50 m²; Villa, Stureby; 735 m² tomt; 5 jun 2009; +19,2%; 4 650 000 kr
Östrandsvägen 38; 5 rum, 90 + 70 m²; Villa, Enskede Stureby; 859 m² tomt; 15 jun 2009; +3,3%; 3 920 000 kr
Kapellvägen 2; 5 rum, 344 + 85 m²; Villa, Gamla Enskede; 1 336 m² tomt; 4 maj 2009; +11,1%; 5 525 000 kr
Medlemsvägen 62; 5 rum, 115 + 74 m²; Villa, Enskede Gård; 778 m² tomt; 30 apr 2009; +21,7%; 5 600 000 kr
Maratonvägen 74; 4 rum, 84 + 45 m²; Villa, Tallkrogen; 503 m² tomt; 1 jun 2009; +11,9%; 3 300 000 kr
Munksundsgatan 16; 6 rum, 96 + 67 m²; Villa, Enskede; 762 m² tomt; 15 maj 2009; +0,0%; 4 700 000 kr
Morkullsvägen 15; 3 rum, 65 + 65 m²; Villa, Tallkrogen; 543 m² tomt; 5 feb 2009; +23,3%; 2 460 000 kr
Tallkrogsvägen 59; 7 rum, 89 + 87 m²; Villa, Tallkrogen; 551 m² tomt; 20 apr 2009; +21,1%; 4 600 000 kr
Kolonigränd 4; 5 rum, 112 + 40 m²; Villa, Gamla Enskede; 658 m² tomt; 13 maj 2009; +1,5%; 5 175 000 kr
Wormsövägen 24; 7 rum, 137 + 95 m²; Villa, Enskedefältet; 540 m² tomt; 30 mar 2009; +2,2%; 5 875 000 kr
Handelsvägen 61; 5 rum, 120 + 120 m²; Villa, Gamla Enskede; 666 m² tomt; 1 apr 2009; +21,8%; 3 960 000 kr
Muskögatan 22; 4 rum, 100 + 27 m²; Villa, Enskede; 523 m² tomt; 6 mar 2009; -6,5%; 3 250 000 kr
Bollstavägen 6; 5 rum, 80 + 70 m²; Villa, Stureby; 694 m² tomt; 1 apr 2009; +4,2%; 3 960 000 kr
Nådendalsvägen 4; 6 rum, 154 + 104 m²; Villa, Enskedefältet; 1 445 m² tomt; 15 jul 2009; -0,8%; 6 350 000 kr
Murklevägen 56; 4 rum, 80 + 63 m²; Villa, Gamla Enskede; 487 m² tomt; 6 mar 2009; -0,9%; 3 765 000 kr
Ålandsvägen 12; 6 rum, 96 + 74 m²; Villa, Enskedefältet; 452 m² tomt; 27 mar 2009; +5,5%; 5 250 000 kr
Vivstavarvsvägen 246; 5 rum, 146 + 32 m²; Villa, Stureby; 1 533 m² tomt; 15 jan 2009; +2,2%; 4 600 000 kr
Klamparbacken 4; 5 rum, 91 + 54 m²; Villa, Stureby; 823 m² tomt; 23 dec 2008; -6,8%; 2 750 000 kr
Skärblackavägen 7; 5 rum, 63 + 60 m²; Villa, Stureby; 713 m² tomt; 13 mar 2009; +14,2%; 2 850 000 kr
Enskedevägen 11; 6 rum, 165 + 63 m²; Villa, Gamla Enskede; 709 m² tomt; 29 apr 2009; +9,9%; 6 045 000 kr
Herrhagsvägen 108; 4 rum, 68 + 68 m²; Villa, Enskede-Tallkrogen; 578 m² tomt; 15 jan 2009; -1,8%; 2 920 000 kr
Vivstavarvsvägen 171; 5 rum, 120 + 62 m²; Villa, Stureby; 182 m² tomt; 16 feb 2009; +5,0%; 3 675 000 kr
Maratonvägen 73; 6 rum, 89 + 38 m²; Villa, Tallkrogen; 459 m² tomt; 1 dec 2008; +9,7%; 3 400 000 kr
Maratonvägen 73; 6 rum, 89 + 38 m²; Villa, Tallkrogen; 459 m² tomt; 1 dec 2008; +9,7%; 3 400 000 kr
Hammerstavägen 95; 3 rum, 66 + 63 m²; Villa, Enskede; 426 m² tomt; 19 dec 2008; +6,5%; 2 450 000 kr
Plantskolevägen 76; 3 rum, 75 + 45 m²; Villa, Gamla Enskede; 422 m² tomt; 12 dec 2008; -1,1%; 3 460 000 kr
Muskögatan 36; 5 rum, 84 + 84 m²; Villa, Enskede Svedmyra; 640 m² tomt; 30 jun 2009; +35,9%; 4 750 000 kr
Nylandsgatan 20; 4 rum, 117 m²; Villa, Enskedefältet; 571 m² tomt; 12 mar 2009; -2,3%; 4 100 000 kr
Gubbängsvägen 72; 7 rum, 113 + 61 m²; Villa, Enskede; 406 m² tomt; 15 jan 2009; -6,9%; 3 025 000 kr
Stockholmsvägen 25; 5 rum, 140 + 64 m²; Villa, Gamla Enskede; 750 m² tomt; 30 jan 2009; +0,0%; 5 900 000 kr
Iggesundsvägen 8; 6 rum, 174 + 27 m²; Villa, Stureby; 269 m² tomt; 12 feb 2009; +15,2%; 4 120 000 kr
Fållnäsgatan 69; 6 rum, 100 + 36 m²; Villa, Svedmyra; 560 m² tomt; 19 dec 2008; +7,1%; 3 720 000 kr
Stralsundsgatan 24; 6 rum, 85 + 60 m²; Villa, Enskedefältet; 529 m² tomt; 27 feb 2009; +0,0%; 3 750 000 kr
Fållnäsgatan 54; 5 rum, 111 + 30 m²; Villa, Enskede; 485 m² tomt; 12 dec 2008; +2,4%; 4 300 000 kr
Plantskolevägen 72; 5 rum, 113 + 67 m²; Villa, Gamla Enskede; 553 m² tomt; 8 jan 2009; -4,4%; 4 300 000 kr
Högsätesvägen 9; 6 rum, 136 m²; Villa, Enskede; 288 m² tomt; 2 feb 2009; +10,9%; 3 320 000 kr
Hanvedsgatan 13; 3 rum, 65 + 65 m²; Villa, Tallkrogen; 488 m² tomt; 1 dec 2008; +11,1%; 3 000 000 kr
Skutskärsvägen 23; 4 rum, 100 + 62 m²; Villa, Stureby; 1 004 m² tomt; 12 jan 2009; +31,3%; 4 200 000 kr
Kulstötarvägen 32; 2 rum, 52 + 52 m²; Villa, Enskede Tallkrogen; 331 m² tomt; 2 feb 2009; -3,7%; 2 840 000 kr
Kolonivägen 29; 7 rum, 119 + 70 m²; Villa, Gamla Enskede; 523 m² tomt; 2 jan 2009; -1,7%; 5 895 000 kr
Hyltevägen 4; 5 rum, 130 + 66 m²; Villa, Stureby; 600 m² tomt; 15 dec 2008; +21,4%; 4 190 000 kr
Östrandsvägen 32; 6 rum, 128 + 54 m²; Villa, Enskede; 870 m² tomt; 27 feb 2009; -4,7%; 4 100 000 kr
Avmätarvägen 8; 5 rum, 148 + 64 m²; Villa, Stureby; 970 m² tomt; 27 feb 2009; +14,5%; 4 550 000 kr
Kådstigen 21; 8 rum, 157 + 125 m²; Villa, Stureby; 857 m² tomt; 3 mar 2009; +1,6%; 5 383 000 kr
Stralsundsgatan 9; 4 rum, 86 + 60 m²; Villa, Enskedefältet; 649 m² tomt; 14 nov 2008; +7,8%; 4 475 000 kr
Victor Balcks väg 171; 3 rum, 73 + 72 m²; Villa, Enskede; 464 m² tomt; 12 nov 2008; +14,2%; 3 370 000 kr
Herrhagsvägen 21; 4 rum, 70 + 48 m²; Villa, Svedmyra; 485 m² tomt; 5 dec 2008; +21,1%; 4 540 000 kr
Lessebovägen 119; 6 rum, 141 + 82 m²; Villa, Stureby; 838 m² tomt; 2 feb 2009; -1,0%; 4 450 000 kr
Herrhagsvägen 34; 6 rum, 126 + 71 m²; Villa, Enskede; 537 m² tomt; 15 dec 2008; +13,7%; 5 060 000 kr
Rapphönsvägen 31; 6 rum, 167 + 66 m²; Villa, Enskede; 557 m² tomt; 22 dec 2008; +13,0%; 3 951 000 kr
Nykvarnsvägen 5; 11 rum, 232 + 174 m²; Villa, Stureby; 975 m² tomt; 12 dec 2008; +19,1%; 5 950 000 kr
Finska gatan 36; 6 rum, 87 + 47 m²; Villa, Enskedefältet; 495 m² tomt; 2 feb 2009; +2,4%; 5 100 000 kr
Utansjövägen 13; 5 rum, 130 + 70 m²; Villa, Stureby; 745 m² tomt; 26 feb 2009; +10,9%; 3 100 000 kr
Olympiavägen 47; 3 rum, 51 + 51 m²; Villa, Tallkrogen; 326 m² tomt; 22 dec 2008; +6,8%; 3 200 000 kr
Östrandsvägen 41; 7 rum, 121 + 111 m²; Villa, Stureby; 882 m² tomt; 4 nov 2008; +0,0%; 4 500 000 kr
Kulstötarvägen 92; 5 rum, 89 + 105 m²; Villa, Enskede-Tallkrogen; 515 m² tomt; 9 jan 2009; -3,4%; 3 665 000 kr
Träningsvägen 4; 2 rum, 54 + 54 m²; Villa, Tallkrogen; 366 m² tomt; 3 okt 2008; +28,0%; 3 200 000 kr
Långåkersvägen 86; 4 rum, 133 + 20 m²; Villa, Stureby; 230 m² tomt; 3 nov 2008; -8,3%; 3 300 000 kr
Victor Balcks väg 123; 6 rum, 64 + 64 m²; Villa, Enskede-Tallkrogen; 337 m² tomt; 1 okt 2008; -1,5%; 3 200 000 kr
Victor Balcks väg 123; 6 rum, 64 + 64 m²; Villa, Enskede-Tallkrogen; 337 m² tomt; 1 okt 2008; -1,5%; 3 200 000 kr
Träningsvägen 24; 6 rum, 64 + 70 m²; Villa, Enskede; 352 m² tomt; 6 apr 2009; -0,8%; 3 225 000 kr
Torögatan 104; 5 rum, 67 + 64 m²; Villa, Svedmyra; 528 m² tomt; 19 dec 2008; +7,8%; 3 875 000 kr
Plantskolevägen 79; 4 rum, 95 + 73 m²; Villa, Gamla Enskede; 720 m² tomt; 10 okt 2008; -9,3%; 3 900 000 kr
Fållnäsgatan 97; 4 rum, 67 + 67 m²; Villa, Svedmyra; 528 m² tomt; 1 sep 2008; +14,5%; 3 200 000 kr
Vivstavarvsvägen 206; 5 rum, 128 + 81 m²; Villa, Enskede; 983 m² tomt; 28 aug 2008; +3,5%; 5 070 000 kr
Bandhagsvägen 70; 4½ rum, 125 m²; Villa, Stockholm; 344 m² tomt; 24 okt 2008; +21,7%; 5 475 000 kr
Kålgårdsvägen 28; 3 rum, 64 + 64 m²; Villa, Enskede Gård; 550 m² tomt; 11 jul 2008; +12,2%; 3 900 000 kr
Kulstötarvägen 36; 5 rum, 60 + 72 m²; Villa, Enskede-Tallkrogen; 330 m² tomt; 29 aug 2008; +26,3%; 3 725 000 kr
Enskedevägen 5; 6 rum, 150 + 75 m²; Villa, Gamla Enskede; 677 m² tomt; 15 sep 2008; -1,3%; 5 775 000 kr
Amatörvägen 60; 3 rum, 54 + 50 m²; Villa, Tallkrogen; 464 m² tomt; 3 nov 2008; +18,5%; 3 550 000 kr
Kådstigen 17; 5 rum, 110 + 110 m²; Villa, Stureby; 798 m² tomt; 14 nov 2008; -3,4%; 5 600 000 kr
Livlandsgatan 126; 5 rum, 101 + 57 m²; Villa, Enskedefältet; 494 m² tomt; 1 sep 2008; +16,6%; 5 190 000 kr
Lemmings väg 7; 5 rum, 117 + 67 m²; Villa, Tallkrogen; 594 m² tomt; 15 aug 2008; +18,7%; 4 600 000 kr
Kolonivägen 5; 6 rum, 133 + 78 m²; Villa, Gamla Enskede; 564 m² tomt; 1 aug 2008; +0,0%; 6 500 000 kr
Hanvedsgatan 12; 3 rum, 64 + 62 m²; Villa, Tallkrogen; 459 m² tomt; 1 okt 2008; +31,3%; 2 750 000 kr
Skogsvägen 47; 5 rum, 141 + 49 m²; Villa, Gamla Enskede; 633 m² tomt; 25 aug 2008; +0,0%; 8 000 000 kr
Stora Gungans väg 4; 9 rum, 300 + 147 m²; Villa, Gamla Enskede; 566 m² tomt; 18 aug 2008; -5,4%; 8 800 000 kr
Plantskolevägen 7; 7 rum, 188 + 30 m²; Villa, Gamla Enskede; 702 m² tomt; 15 jul 2008; -5,9%; 8 000 000 kr
Krokvägen 7; 3 rum, 128 + 68 m²; Villa, Gamla Enskede; 338 m² tomt; 29 sep 2008; +12,2%; 5 050 000 kr
Maratonvägen 75; 5 rum, 127 + 55 m²; Villa, Tallkrogen; 456 m² tomt; 8 aug 2008; +18,9%; 4 395 000 kr
Livlandsgatan 129; 5 rum, 96 m²; Villa, Stockholm; 538 m² tomt; 31 okt 2008; +0,0%; 4 500 000 kr
Sotholmsvägen 13; 4 rum, 90 + 46 m²; Villa, Svedmyra; 542 m² tomt; 29 aug 2008; +15,9%; 4 520 000 kr
Panelvägen 10; 5 rum, 68 + 68 m²; Villa, Enskede; 558 m² tomt; 8 sep 2008; +0,0%; 3 350 000 kr
Lemmings väg 30; 6 rum, 80 + 80 m²; Villa, Tallkrogen; 464 m² tomt; 6 aug 2008; +11,9%; 3 800 000 kr
Krokvägen 8; 4 rum, 98 + 50 m²; Villa, Gamla Enskede; 431 m² tomt; 21 jul 2008; +5,6%; 5 225 000 kr
Estlandsgatan 150; 4 rum, 96 + 67 m²; Villa, Enskedefältet; 499 m² tomt; 15 jul 2008; +19,4%; 5 850 000 kr
Torögatan 92; 4 rum, 70 + 70 m²; Villa, Enskede-Svedmyra; 524 m² tomt; 1 aug 2008; +29,3%; 4 170 000 kr
Krokvägen 102; 6 rum, 105 + 105 m²; Villa, Tallkrogen; 581 m² tomt; 8 aug 2008; +17,3%; 4 340 000 kr
Nykvarnsvägen 16; 7 rum, 164 + 128 m²; Villa, Stureby; 1 043 m² tomt; 1 aug 2008; +17,5%; 7 400 000 kr
Fiskebyvägen 7; 6 rum, 154 + 18 m²; Villa, Stureby; 912 m² tomt; 31 okt 2008; +2,2%; 4 600 000 kr
Stralsundsgatan 5; 4 rum, 97 + 54 m²; Villa, Enskedefältet; 480 m² tomt; 4 aug 2008; +16,5%; 5 125 000 kr
Olympiavägen 17; 6 rum, 90 + 90 m²; Villa, Tallkrogen; 508 m² tomt; 1 jul 2008; +18,3%; 3 845 000 kr
Kulstötarvägen 47; 4 rum, 63 + 63 m²; Villa, Tallkrogen; 466 m² tomt; 19 sep 2008; +22,6%; 3 525 000 kr
Kolonivägen 8; 8 rum, 184 + 90 m²; Villa, Gamla Enskede; 605 m² tomt; 6 okt 2008; -3,7%; 7 700 000 kr
Tallkrogsvägen 125; 5 rum, 53 + 53 m²; Villa, Enskede; 514 m² tomt; 10 okt 2008; +23,5%; 3 520 000 kr
Tallkrogsvägen 125; 5 rum, 53 + 53 m²; Villa, Enskede; 514 m² tomt; 10 okt 2008; +23,5%; 3 520 000 kr
Nylandsgatan 24; 6 rum, 142 + 78 m²; Villa, Enskedefältet; 571 m² tomt; 28 okt 2008; +13,2%; 6 225 000 kr
Hanvedsgatan 10; 5 rum, 64 + 62 m²; Villa, Enskede-Tallkrogen; 459 m² tomt; 1 aug 2008; +8,0%; 3 375 000 kr
Victor Balcks väg 124; 4 rum, 52 + 50 m²; Villa, Enskede-Tallkrogen; 371 m² tomt; 27 aug 2008; -7,4%; 2 800 000 kr
Åbogatan 8; 5 rum, 124 + 56 m²; Villa, Enskedefältet; 478 m² tomt; 1 jul 2008; +19,2%; 6 430 000 kr
Vivstavarvsvägen 245; 7 rum, 149 + 46 m²; Villa, Stureby; 823 m² tomt; 28 jul 2008; +26,0%; 7 050 000 kr
Tanneforsvägen 26; 5 rum, 180 m²; Villa, Stockholm; 795 m² tomt; 15 aug 2008; +3,8%; 4 100 000 kr
Usedomsvägen 3; 5 rum, 131 + 84 m²; Villa, Enskede Gård; 650 m² tomt; 30 jun 2008; +1,6%; 6 300 000 kr
Odelbergsvägen 51; 7 rum, 186 + 80 m²; Villa, Enskede Gård; 638 m² tomt; 20 aug 2008; +11,0%; 6 550 000 kr
Morkullsvägen 20; 6 rum, 94 + 90 m²; Villa, Tallkrogen; 495 m² tomt; 1 jul 2008; +12,3%; 3 925 000 kr
Krokvägen 116; 4 rum, 66 + 64 m²; Villa, Gamla Enskede; 601 m² tomt; 25 jun 2008; +20,5%; 4 400 000 kr
Victor Balcks väg 127; 6 rum, 76 + 75 m²; Villa, Tallkrogen; 338 m² tomt; 30 jun 2008; +10,7%; 4 150 000 kr
Amatörvägen 57; 3 rum, 65 + 65 m²; Villa, Tallkrogen; 498 m² tomt; 1 aug 2008; +7,3%; 2 925 000 kr
Plantskolevägen 55; 7 rum, 116 + 48 m²; Villa, Gamla Enskede; 411 m² tomt; 11 jul 2008; -4,3%; 5 550 000 kr
Sockenvägen 427; 7 rum, 145 + 72 m²; Villa, Enskede; 649 m² tomt; 15 jul 2008; +18,4%; 5 800 000 kr
Bomarsundsvägen 9; 5 rum, 77 + 77 m²; Villa, Enskedefältet; 513 m² tomt; 11 jul 2008; +34,2%; 5 100 000 kr
Victor Balcks väg 122; 5 rum, 69 + 65 m²; Villa, Enskede-Tallkrogen; 373 m² tomt; 27 jun 2008; +38,6%; 4 150 000 kr
Nylandsgatan 12; 4 rum, 104 + 57 m²; Villa, Enskedefältet; 505 m² tomt; 15 jul 2008; +21,9%; 5 975 000 kr
Amatörvägen 33; 4 rum, 54 + 54 m²; Villa, Tallkrogen; 545 m² tomt; 30 jun 2008; +20,6%; 3 250 000 kr
Solvägen 10; 8 rum, 188 + 41 m²; Villa, Gamla Enskede; 749 m² tomt; 23 jun 2008; +15,3%; 9 800 000 kr
Nylandsgatan 20; 4 rum, 117 m²; Villa, Stockholm; 571 m² tomt; 5 maj 2008; +48,4%; 3 710 000 kr
Gubbängsvägen 20; 5 rum, 92 + 40 m²; Villa, Gubbängen; 226 m² tomt; 16 jun 2008; +19,5%; 3 580 000 kr
Högsätesvägen 6; 6 rum, 68 + 68 m²; Villa, Enskede-Gubbängen; 243 m² tomt; 13 jun 2008; +32,7%; 3 550 000 kr
Sandsborgsvägen 6; 6 rum, 112 + 50 m²; Villa, Gamla Enskede; 652 m² tomt; 16 jun 2008; +21,4%; 5 950 000 kr
Sävenäsgatan 4; 5 rum, 134 + 60 m²; Villa, Stureby; 689 m² tomt; 26 maj 2008; +10,6%; 5 200 000 kr
Plantskolevägen 66; 5 rum, 140 + 77 m²; Villa, Stockholm; 705 m² tomt; 1 aug 2008; +0,0%; 4 275 000 kr
